Transaction_ID,Date,Month,Year,Day_Name,Category,Subcategory,Description,Payment_Method,Bank_Account,City,Income,Expense,Balance_Type,Budget,Savings_Goal,Transaction_Type,Remarks
TX10346,2025-12-01,December,2025,Monday,Salary,Monthly Salary,Salary Credited,Bank Transfer,PNB,Delhi,30000,0,Income,0,100000,Income,Monthly salary
TX10347,2025-12-01,December,2025,Monday,Entertainment,Gaming,Regular Transaction,Net Banking,HDFC,Delhi,0,1677,Expense,3845,100000,Expense,Regular transaction
TX10348,2025-12-02,December,2025,Tuesday,Health,Doctor Visit,Regular Transaction,UPI,ICICI,Delhi,0,2565,Expense,4755,100000,Expense,Regular transaction
TX10349,2025-12-03,December,2025,Wednesday,Transport,Petrol,Regular Transaction,Net Banking,HDFC,Jaipur,0,1381,Expense,3047,100000,Expense,Regular transaction
TX10350,2025-12-04,December,2025,Thursday,Shopping,Electronics,Regular Transaction,Cash,HDFC,Bengaluru,0,293,Expense,4522,100000,Expense,Regular transaction
TX10351,2025-12-05,December,2025,Friday,Bills,Electricity,Regular Transaction,Credit Card,ICICI,Pune,0,2925,Expense,4449,100000,Expense,Regular transaction
TX10352,2025-12-06,December,2025,Saturday,Shopping,Accessories,Regular Transaction,Cash,SBI,Mumbai,0,403,Expense,3157,100000,Expense,Regular transaction
TX10353,2025-12-07,December,2025,Sunday,Education,Books,Regular Transaction,UPI,PNB,Delhi,0,110,Expense,3510,100000,Expense,Regular transaction
TX10354,2025-12-08,December,2025,Monday,Bills,Electricity,Regular Transaction,UPI,PNB,Mumbai,0,1472,Expense,2397,100000,Expense,Regular transaction
TX10355,2025-12-09,December,2025,Tuesday,Entertainment,Movie,Regular Transaction,Net Banking,HDFC,Delhi,0,2688,Expense,6945,100000,Expense,Regular transaction
TX10356,2025-12-10,December,2025,Wednesday,Entertainment,Movie,Regular Transaction,UPI,PNB,Delhi,0,1849,Expense,3161,100000,Expense,Regular transaction
TX10357,2025-12-11,December,2025,Thursday,Bills,Electricity,Regular Transaction,Credit Card,HDFC,Bengaluru,0,2243,Expense,3993,100000,Expense,Regular transaction
TX10358,2025-12-12,December,2025,Friday,Education,Books,Regular Transaction,Credit Card,PNB,Bengaluru,0,2338,Expense,5911,100000,Expense,Regular transaction
TX10359,2025-12-13,December,2025,Saturday,Education,Course,Regular Transaction,Credit Card,ICICI,Jaipur,0,2693,Expense,4474,100000,Expense,Regular transaction
TX10360,2025-12-14,December,2025,Sunday,Health,Medicine,Regular Transaction,Credit Card,HDFC,Jaipur,0,361,Expense,4579,100000,Expense,Regular transaction
TX10361,2025-12-15,December,2025,Monday,Health,Medicine,Regular Transaction,UPI,PNB,Mumbai,0,2123,Expense,3821,100000,Expense,Regular transaction
TX10362,2025-12-16,December,2025,Tuesday,Entertainment,Gaming,Regular Transaction,Cash,ICICI,Jaipur,0,2310,Expense,6371,100000,Expense,Regular transaction
TX10363,2025-12-17,December,2025,Wednesday,Shopping,Clothes,Regular Transaction,Net Banking,HDFC,Pune,0,915,Expense,4690,100000,Expense,Regular transaction
TX10364,2025-12-18,December,2025,Thursday,Transport,Bus,Regular Transaction,Debit Card,SBI,Mumbai,0,1274,Expense,6730,100000,Expense,Regular transaction
TX10365,2025-12-19,December,2025,Friday,Entertainment,Streaming,Regular Transaction,Debit Card,ICICI,Pune,0,1787,Expense,2639,100000,Expense,Regular transaction
TX10366,2025-12-20,December,2025,Saturday,Education,Exam Fee,Regular Transaction,Debit Card,PNB,Delhi,0,845,Expense,4935,100000,Expense,Regular transaction
TX10367,2025-12-21,December,2025,Sunday,Food,Groceries,Regular Transaction,Net Banking,SBI,Pune,0,2350,Expense,6317,100000,Expense,Regular transaction
TX10368,2025-12-22,December,2025,Monday,Health,Doctor Visit,Regular Transaction,Credit Card,SBI,Jaipur,0,2711,Expense,5087,100000,Expense,Regular transaction
TX10369,2025-12-23,December,2025,Tuesday,Food,Restaurant,Regular Transaction,Debit Card,ICICI,Pune,0,417,Expense,4180,100000,Expense,Regular transaction
TX10370,2025-12-24,December,2025,Wednesday,Entertainment,Movie,Regular Transaction,Credit Card,HDFC,Bengaluru,0,858,Expense,4348,100000,Expense,Regular transaction
TX10371,2025-12-25,December,2025,Thursday,Education,Exam Fee,Regular Transaction,Credit Card,HDFC,Jaipur,0,2891,Expense,4156,100000,Expense,Regular transaction
TX10372,2025-12-26,December,2025,Friday,Transport,Bus,Regular Transaction,Credit Card,HDFC,Pune,0,163,Expense,6093,100000,Expense,Regular transaction
TX10373,2025-12-27,December,2025,Saturday,Food,Restaurant,Regular Transaction,UPI,HDFC,Pune,0,1184,Expense,2592,100000,Expense,Regular transaction
TX10374,2025-12-28,December,2025,Sunday,Education,Books,Regular Transaction,Credit Card,SBI,Pune,0,880,Expense,6167,100000,Expense,Regular transaction
TX10375,2025-12-29,December,2025,Monday,Bills,Mobile Recharge,Regular Transaction,UPI,HDFC,Jaipur,0,921,Expense,5600,100000,Expense,Regular transaction
TX10376,2025-12-30,December,2025,Tuesday,Food,Snacks,Regular Transaction,Credit Card,ICICI,Delhi,0,2338,Expense,5404,100000,Expense,Regular transaction
TX10377,2025-12-31,December,2025,Wednesday,Entertainment,Streaming,Regular Transaction,UPI,SBI,Pune,0,1351,Expense,5586,100000,Expense,Regular transaction
